path,energi0,homogenitas0,entropy0,contras0,dissimilarity0,ASM0,correlation0,energi45,homogenitas45,entropy45,contras45,dissimilarity45,ASM45,correlation45,energi90,homogenitas90,entropy90,contras90,dissimilarity90,ASM90,correlation90,energi135,homogenitas135,entropy135,contras135,dissimilarity135,ASM135,correlation135,labels
segmented_218,0.5107362675635984,0.7445462970507413,3.508671616208463,715816960.9999437,5592321.000000261,0.5107362675635984,0.21008843272458952,0.49308328891373593,0.7100479016034303,3.6199074860462894,715816961.0000479,5592321.000000203,0.49308328891373593,0.1110065095732691,0.5335207422518434,0.7698082645269637,3.4421437808132183,715816961.00005,5592320.999999947,0.5335207422518434,0.32851098526075545,0.49674219506202505,0.7133664241329895,3.616839466270233,715816961.0000321,5592321.0000001695,0.49674219506202505,0.1304713717179247,hasil/segmentasi
segmented_219,0.2679434124615583,0.5568000411363835,5.718070818244102,715816960.9998994,5592320.999999426,0.2679434124615583,0.10092999151620494,0.24824054546572183,0.5067800472226671,5.792142594912939,715816960.9999309,5592321.000000622,0.24824054546572183,-0.03302575037858031,0.30131707423288523,0.6166739327055698,5.623000166006585,715816960.9999067,5592321.000000105,0.30131707423288523,0.26448946625577274,0.25053995468481494,0.5080736821683745,5.803698069092876,715816960.9999217,5592321.000000771,0.25053995468481494,-0.010546139609920822,hasil/segmentasi
segmented_22,0.18947680070180453,0.5111428733987454,6.690585578113797,715816960.9998083,5592320.999999341,0.18947680070180453,0.15627856439177099,0.156778977385464,0.4051683790126868,6.8258736072932225,715816960.999933,5592321.000000407,0.156778977385464,-0.07544031335867746,0.17459214327194206,0.4778640894795623,6.689709326970392,715816960.9999753,5592321.000000204,0.17459214327194206,0.04938401890110522,0.15647829900895818,0.4040976610453884,6.8245089167142075,715816960.9999381,5592320.999999631,0.15647829900895818,-0.07731474653996197,hasil/segmentasi
segmented_220,0.14314921956883694,0.4360097637084288,7.174096410775239,715816960.9999814,5592320.9999997,0.14314921956883694,0.022862784313648486,0.12695258555008415,0.36663468518061915,7.260537040926592,715816960.9998711,5592320.999999785,0.12695258555008415,-0.11022059493444138,0.1689668982287145,0.497541822024253,7.202871728500335,715816961.0000671,5592320.999998644,0.1689668982287145,0.21488408788501423,0.13397379179934407,0.37782557692356034,7.3372383817115026,715816960.999931,5592320.999999971,0.13397379179934407,-0.04118118746280799,hasil/segmentasi
segmented_221,0.23813663908679397,0.5375637399106066,6.054816579129134,715816960.9999909,5592320.99999952,0.23813663908679397,0.09483300720946417,0.2222406753415276,0.48113469456818037,6.206290451751197,715816961.0000285,5592320.999999694,0.2222406753415276,-0.00523075537746282,0.2667399121684955,0.5885193614973148,6.019029741375889,715816960.9998529,5592321.000000323,0.2667399121684955,0.24584884638721094,0.21998748640895024,0.4791128927201124,6.1918308596577045,715816961.0001378,5592320.999999726,0.21998748640895024,-0.018625536851269234,hasil/segmentasi
segmented_222,0.24438196548862456,0.5777933888231018,6.420239937976182,715816961.0001262,5592320.999999977,0.24438196548862456,0.30081412200077834,0.1830499885818795,0.4359174610607489,6.5387301870838686,715816960.9998647,5592321.000000658,0.1830499885818795,-0.06880404723893217,0.1946182845032064,0.4820646143523928,6.4386316793711025,715816960.9999979,5592321.000000722,0.1946182845032064,0.019887312041858958,0.1843106727587515,0.4373036423822967,6.551000898640948,715816961.0001262,5592321.000000679,0.1843106727587515,-0.04633406691219877,hasil/segmentasi
segmented_223,0.14274701728188144,0.46670207000342673,7.23384976571878,715816961.0000559,5592320.999999715,0.14274701728188144,0.10139993912529169,0.11656766767609437,0.35780864734777845,7.399336572448084,715816961.000065,5592321.000000479,0.11656766767609437,-0.10790429463731142,0.1335099233062645,0.44259097013418197,7.216887958873486,715816961.0000361,5592321.000000533,0.1335099233062645,0.027327353213249247,0.11564819477228878,0.35588269897056235,7.391982878499226,715816961.0000086,5592320.999999616,0.11564819477228878,-0.11446514664396983,hasil/segmentasi
segmented_224,0.2503089437498791,0.5753307560346472,6.132779371964524,715816960.9999703,5592320.99999942,0.2503089437498791,0.23060652209301155,0.2042034402910011,0.4600550237492667,6.298071562532286,715816960.9999068,5592320.999998945,0.2042034402910011,-0.06345123864317977,0.22202059915819244,0.5209851543726529,6.167428753496953,715816961.0001572,5592320.9999999795,0.22202059915819244,0.047334041601908544,0.2019121553764272,0.4562420702998222,6.286048864751444,715816961.0000247,5592320.999999934,0.2019121553764272,-0.07501459023736416,hasil/segmentasi
segmented_225,0.21749593802600378,0.5460176096651541,6.510934392249148,715816961.0000093,5592321.00000025,0.21749593802600378,0.19863563934154757,0.17922061056124516,0.4355153294934074,6.698296535880866,715816961.0000862,5592320.999999388,0.17922061056124516,-0.0026161227853094635,0.19216382629434386,0.49304090742137946,6.539938812254118,715816961.0000125,5592320.999999941,0.19216382629434386,0.0751964383798754,0.17413833999521147,0.4278002152183835,6.662440267471885,715816960.999882,5592321.000000054,0.17413833999521147,-0.06799910493259344,hasil/segmentasi
segmented_226,0.07694689032646115,0.38797995163841037,8.148066948373353,715816960.9999077,5592320.999998396,0.07694689032646115,0.027764221224263252,0.0572407797221516,0.26052025572878623,8.289214319200445,715816960.9999247,5592320.999999802,0.0572407797221516,-0.21490432340231147,0.06928823795737428,0.3583131573139871,8.102210418934051,715816960.9998395,5592321.000000052,0.06928823795737428,-0.07001001703370371,0.057711649769735675,0.26133724168481265,8.299986990323855,715816960.9998491,5592320.999999116,0.057711649769735675,-0.2014519665652678,hasil/segmentasi
segmented_227,0.12340391957698664,0.4238992681094524,7.503632639884631,715816960.9999443,5592321.000001106,0.12340391957698664,0.02898042445100444,0.11038930885766687,0.3510322562966061,7.667384493852235,715816961.0002012,5592320.999999452,0.11038930885766687,-0.07412888575691773,0.13481001063161066,0.4536715533203086,7.5324012834397935,715816960.9997505,5592320.999998456,0.13481001063161066,0.1351736689311285,0.10759065449406685,0.3466904891781932,7.631946603020369,715816960.9999044,5592321.000001098,0.10759065449406685,-0.09751623348737957,hasil/segmentasi
segmented_228,0.13274200364354397,0.42973737506717635,7.210091731633703,715816960.9999946,5592320.999999746,0.13274200364354397,0.015917248714583925,0.11297495715209863,0.3465490367925205,7.28427171851165,715816960.9999686,5592320.999999105,0.11297495715209863,-0.15589725339341856,0.14252348927257985,0.4562715703196143,7.211328282060312,715816960.9998603,5592321.000000297,0.14252348927257985,0.09490065874166123,0.12515739366622416,0.3701587776164558,7.406928942897083,715816961.00018,5592321.0000011595,0.12515739366622416,-0.04109429592907361,hasil/segmentasi
segmented_229,0.37588977605472584,0.6729791729039755,4.927431303224354,715816961.0000849,5592320.99999978,0.37588977605472584,0.25788783315016756,0.3190597331163553,0.5723757263515619,5.119895427128776,715816961.0000145,5592321.000000196,0.3190597331163553,0.013417563353754953,0.33358468857963347,0.6122885631730383,5.005769219872047,715816961.0000055,5592320.999999681,0.33358468857963347,0.11682422710631118,0.31948145844520975,0.5725691828636733,5.123053421936068,715816960.9999945,5592321.000000089,0.31948145844520975,0.012698584470697306,hasil/segmentasi
segmented_23,0.419448391172945,0.6949078852667971,4.40684903504068,715816961.0000521,5592320.999999681,0.419448391172945,0.2774060632361065,0.37676333589783484,0.6185957025168337,4.577163887238464,715816960.9999605,5592320.9999999385,0.37676333589783484,0.05711149418287118,0.4008223484206259,0.6688071271456405,4.4616914461227,715816960.999956,5592320.99999958,0.4008223484206259,0.1896735595308976,0.37771234497209233,0.6197063449394866,4.57704349444617,715816960.9999404,5592320.99999942,0.37771234497209233,0.07174720112895973,hasil/segmentasi
segmented_230,0.23489027839395135,0.5534699032857818,6.437689566464583,715816961.0000519,5592321.000000148,0.23489027839395135,0.2603945210216504,0.18195426992546726,0.43344306101847024,6.483921684931641,715816960.9998966,5592320.99999946,0.18195426992546726,-0.05591925177717821,0.19767081857849542,0.48691673972394334,6.404395386189779,715816960.9998921,5592321.000000478,0.19767081857849542,0.04387595636836355,0.18696724189540878,0.4400088661269284,6.516951067171383,715816961.0000674,5592320.999999208,0.18696724189540878,-0.0029322788241262585,hasil/segmentasi
segmented_231,0.20518114630462747,0.5170496837714098,6.462751151600461,715816960.9999307,5592320.999999542,0.20518114630462747,0.10116924988242684,0.17531497479725183,0.4264553742297773,6.5847748644672475,715816961.0000607,5592320.999999087,0.17531497479725183,-0.0945084737618478,0.19727352738545217,0.49816903886542896,6.4755838223951185,715816961.0001562,5592320.9999992475,0.19727352738545217,0.06854621163788967,0.18043188013548223,0.4358279961925189,6.611905165999236,715816960.999893,5592321.000000141,0.18043188013548223,-0.05126965013316228,hasil/segmentasi
segmented_232,0.2832102902063001,0.6040810899026027,5.87503091946521,715816961.0001049,5592321.000000765,0.2832102902063001,0.27289974668805983,0.23004786217304668,0.4878591278581282,6.035374633914574,715816960.9999081,5592320.999998882,0.23004786217304668,-0.028648937506518514,0.23909581953180759,0.5262985799818247,5.92137104674464,715816961.0000216,5592321.000000351,0.23909581953180759,0.0060884970440910485,0.22435908274907856,0.48102110319547325,6.003348841218752,715816961.0000532,5592321.000000066,0.22435908274907856,-0.08665816903551782,hasil/segmentasi
segmented_233,0.2136210818003938,0.5205094005081007,6.36415065520649,715816961.0000669,5592321.0000001015,0.2136210818003938,0.07942796045527102,0.19284235332234018,0.44873410663232327,6.512042314363051,715816961.0000203,5592320.99999902,0.19284235332234018,-0.03803720182839077,0.22647480045463578,0.5411837776546728,6.384254841085318,715816961.0001366,5592321.000000529,0.22647480045463578,0.18039650080493294,0.1876567847148609,0.44156311862212244,6.483911034680895,715816960.9998604,5592321.000000737,0.1876567847148609,-0.08016250157609264,hasil/segmentasi
segmented_234,0.38284734358379446,0.664721359877342,4.810688608044255,715816960.9999194,5592321.0000009,0.38284734358379446,0.22376074870043886,0.33108828885130037,0.580076972951634,4.922415879443125,715816960.9999887,5592321.000000058,0.33108828885130037,-0.06033861365417996,0.35070009828228427,0.6200175640270703,4.853922140395375,715816961.0000105,5592320.9999999,0.35070009828228427,0.06543058989210424,0.34322339435796395,0.5925132310178658,4.954471851460971,715816961.0000521,5592320.999999733,0.34322339435796395,0.059123487596842605,hasil/segmentasi
segmented_235,0.17699507866502998,0.47034958069427707,6.649026560560605,715816960.9999833,5592321.00000069,0.17699507866502998,0.024191453567770603,0.16387673893519913,0.41568002176132873,6.748176726221336,715816961.0000365,5592320.999999627,0.16387673893519913,-0.05734894678914769,0.2064686664609019,0.5355447437051454,6.632422662914093,715816961.000069,5592320.999999534,0.2064686664609019,0.23742057503319275,0.16100225710851065,0.4118702544332914,6.7232911412757606,715816961.0000685,5592321.000001015,0.16100225710851065,-0.07825724952351949,hasil/segmentasi
segmented_236,0.2175555370786751,0.5299717779978739,6.370684621201193,715816961.0000055,5592320.9999984475,0.2175555370786751,0.12132458156659215,0.18706897751355844,0.4440832896511333,6.489501272237044,715816960.9999112,5592320.999999236,0.18706897751355844,-0.06403511573971964,0.21754619240484446,0.5308263413385778,6.372211914362578,715816961.0000093,5592320.999999927,0.21754619240484446,0.15519406695759952,0.1958748704481358,0.45665776184759604,6.535770485980066,715816960.9999293,5592320.999999668,0.1958748704481358,-0.002834175789023604,hasil/segmentasi
segmented_237,0.22603716856485462,0.5280868685638909,6.185214624353029,715816961.0000808,5592320.999999592,0.22603716856485462,0.09035907904276448,0.20338603212675474,0.45804935117784984,6.301948708358673,715816960.9999123,5592320.99999923,0.20338603212675474,-0.059973277483096755,0.2364099561405636,0.5459467750292604,6.17893059610005,715816961.0000999,5592320.999999731,0.2364099561405636,0.1650780496134215,0.2010978454482898,0.4559512766889364,6.287782317851571,715816961.0000933,5592320.999999814,0.2010978454482898,-0.0681997416397552,hasil/segmentasi
segmented_238,0.2924277275854113,0.5903237809964593,5.69397797045738,715816961.0000117,5592320.999999249,0.2924277275854113,0.2098291121514656,0.256102704726425,0.5129655693332666,5.802977208722566,715816960.9999369,5592320.999999465,0.256102704726425,-0.012848415352660687,0.27162227105140185,0.5610749855862828,5.685096832734695,715816960.9999232,5592321.000000749,0.27162227105140185,0.062065127816083414,0.24857279713655694,0.5041516755201677,5.76728736902889,715816961.0000507,5592321.000000734,0.24857279713655694,-0.0702543902268943,hasil/segmentasi
segmented_239,0.13506200643298502,0.5124142548557082,7.942640024935102,715816961.0000613,5592320.999999663,0.13506200643298502,0.3386665296716592,0.06880318948176557,0.27272339600329815,7.876348138905958,715816961.0001004,5592320.9999992605,0.06880318948176557,-0.25971680534747144,0.07454910912173669,0.3371309067662295,7.667094193729549,715816960.9998672,5592320.999999504,0.07454910912173669,-0.1884252890066976,0.0684312124149134,0.2711086404712082,7.870998060759759,715816961.0001378,5592320.99999951,0.0684312124149134,-0.26550259561677936,hasil/segmentasi
segmented_24,0.17217186097065829,0.4926245285115051,7.176900278558608,715816960.999979,5592321.000000196,0.17217186097065829,0.1892164556680055,0.13339958006369046,0.3768192457246862,7.212997528570526,715816960.9999704,5592320.999999804,0.13339958006369046,-0.10581129881634499,0.1473285435512761,0.4343060114334358,7.142601339773736,715816960.9999528,5592320.99999901,0.1473285435512761,0.021815610681011857,0.14445586956607367,0.39786992642758356,7.298810353708702,715816960.9998534,5592321.000001026,0.14445586956607367,0.03231019601555929,hasil/segmentasi
segmented_240,0.1441455153883531,0.4544367436557076,7.238696818521494,715816960.9998592,5592320.999999753,0.1441455153883531,0.06452989355929485,0.11837881575636937,0.3533980404084829,7.342892538477821,715816960.9998842,5592321.000000293,0.11837881575636937,-0.14474283594120435,0.13408353347188962,0.4264331602124383,7.226563191324741,715816960.9999564,5592320.9999993155,0.13408353347188962,-0.01993682535893359,0.121470350916289,0.3588702692224461,7.375318824665414,715816961.0001862,5592321.000001022,0.121470350916289,-0.1034556583683944,hasil/segmentasi
segmented_241,0.37752842649699514,0.6523646762069991,4.799878882709345,715816961.0000551,5592320.99999981,0.37752842649699514,0.16528709012574705,0.34170674831092396,0.5886227012470587,4.903393901825113,715816961.000051,5592320.9999992885,0.34170674831092396,-0.022750106163097875,0.36721932139444025,0.637903281714828,4.807967797301209,715816960.9999628,5592320.999999756,0.36721932139444025,0.09856506705790147,0.34252329621262295,0.5892393412636407,4.9030258142248995,715816961.0000808,5592321.000000757,0.34252329621262295,-0.018866604024844524,hasil/segmentasi
segmented_242,0.14428395256767537,0.4642772832513434,7.212082409077317,715816961.0000409,5592321.000000378,0.14428395256767537,0.10312874279918222,0.12971539164675233,0.3817862158698163,7.447848925982542,715816960.9999292,5592320.999999356,0.12971539164675233,-0.016738846864773595,0.13204404833769406,0.42660125703555,7.221159220869314,715816960.9998794,5592321.000000926,0.13204404833769406,-0.008836028297836841,0.11609224190529534,0.3546079038836884,7.323317920286805,715816961.0000241,5592321.000000866,0.11609224190529534,-0.15247601464921487,hasil/segmentasi
segmented_243,0.07900779374938285,0.3603678807740801,7.943789903323635,715816960.9999253,5592321.00000014,0.07900779374938285,-0.07926442460729896,0.0682777104381661,0.2805299397272283,8.095439497220712,715816961.0001101,5592320.999998539,0.0682777104381661,-0.19304111804250587,0.09311449830757411,0.4119685555185665,7.996976401642798,715816960.9999123,5592321.000000235,0.09311449830757411,0.07065209117517142,0.06769915557246094,0.27917219846528046,8.081683273160863,715816961.0002083,5592320.999999522,0.06769915557246094,-0.2022705690025853,hasil/segmentasi
segmented_244,0.2730329045733907,0.5788045389308707,5.8701829143638316,715816961.0000573,5592321.000000234,0.2730329045733907,0.19164033072000183,0.23872684912590938,0.499291641724532,5.98903882766856,715816961.0000176,5592320.999999808,0.23872684912590938,0.04027060258848528,0.26751806028771863,0.5688244333281637,5.885096221138736,715816960.9999516,5592320.999999139,0.26751806028771863,0.22467170494531724,0.24823832117098937,0.5115198141793325,6.014413002877324,715816960.9999311,5592320.999999116,0.24823832117098937,0.08416767064959194,hasil/segmentasi
segmented_245,0.15715005657771308,0.47327616323311,7.197723604198298,715816960.9999927,5592321.000000029,0.15715005657771308,0.10876092028921809,0.1339758567992956,0.38314146335378235,7.327457302024468,715816961.0000434,5592320.9999994775,0.1339758567992956,-0.009478049372098707,0.14673194462621889,0.44684423994732736,7.180596576178478,715816960.9999177,5592321.000000401,0.14673194462621889,0.09054215198330579,0.12817442088040867,0.371381517112339,7.278915114005165,715816960.9998933,5592321.00000081,0.12817442088040867,-0.08301295017265684,hasil/segmentasi
segmented_246,0.08531149144568516,0.3795785211411282,7.864415327931598,715816960.9998127,5592321.000000214,0.08531149144568516,-0.028893055359425632,0.07370709392406236,0.2931977203726737,8.06748800099417,715816961.0000505,5592321.000000369,0.07370709392406236,-0.15490935216948773,0.09897104002866786,0.4254342997463037,7.922663092049027,715816960.9997745,5592320.999999904,0.09897104002866786,0.08108289707154595,0.07333573510819326,0.29166281513107045,8.06268350860282,715816961.0000427,5592320.999997966,0.07333573510819326,-0.16513580809588738,hasil/segmentasi
segmented_247,0.13572790324708991,0.44579247625895707,7.3706000081081005,715816960.9999801,5592321.000000407,0.13572790324708991,0.059323728115554454,0.11738710582212641,0.35902768280793135,7.528580311842347,715816960.9999664,5592320.99999891,0.11738710582212641,-0.06870160283389372,0.1397134542151468,0.4559807311652598,7.3593329971658745,715816960.9999188,5592320.999999728,0.1397134542151468,0.10803558043807024,0.11592370911273545,0.35638738047249174,7.509609325813603,715816961.000072,5592320.999998632,0.11592370911273545,-0.08677210430054864,hasil/segmentasi
segmented_248,0.1040810344345745,0.3952956122667686,7.658007735003615,715816961.0000253,5592321.0000005495,0.1040810344345745,-0.028113801268421088,0.089591957344671,0.31419728315776957,7.777542399616528,715816961.0000254,5592320.999999677,0.089591957344671,-0.16105950254332424,0.1154293009525105,0.42851608251832024,7.691171569160542,715816960.9998449,5592320.999999147,0.1154293009525105,0.0792144217766191,0.08999257341326193,0.31486513508496494,7.784240290715264,715816960.9999552,5592320.999999494,0.08999257341326193,-0.1677412392472785,hasil/segmentasi
segmented_249,0.19142479571208645,0.4940219145274427,6.439220366955976,715816961.0000733,5592321.000000252,0.19142479571208645,0.040323189244204145,0.16998668461856406,0.42173303676568585,6.541031926190361,715816961.0000842,5592320.9999988405,0.16998668461856406,-0.10291868717033381,0.20831113389001907,0.529663926296098,6.434663759260754,715816960.9999944,5592320.999999751,0.20831113389001907,0.15932258974425942,0.17058744311048643,0.42186331015090234,6.549619815494345,715816961.000086,5592320.999999774,0.17058744311048643,-0.0990043293801463,hasil/segmentasi
segmented_25,0.3736393671409182,0.6647782966672917,4.881066933803711,715816961.0001022,5592321.000000476,0.3736393671409182,0.24669884128250008,0.3327829465154826,0.5841183476197538,5.06268356948466,715816960.9999588,5592321.000000865,0.3327829465154826,0.054109612242966135,0.3603675176359401,0.6454341578206938,4.908163827265101,715816961.0000666,5592320.999999528,0.3603675176359401,0.20457671997105686,0.33861145010346705,0.590493658023739,5.0737924116401425,715816961.0001173,5592320.999999369,0.33861145010346705,0.07647816217696181,hasil/segmentasi
segmented_250,0.16278633558419767,0.47989601681218225,6.942790085380392,715816960.99979,5592320.999999226,0.16278633558419767,0.08118307321101934,0.13990337458533816,0.3887009819330833,7.1209990357951725,715816960.9998268,5592320.999998388,0.13990337458533816,-0.07317956447284985,0.15978841513748845,0.4732686561389841,6.936724327132797,715816960.9998928,5592320.999999768,0.15978841513748845,0.06273002247101879,0.1388671869200643,0.38597317865897685,7.1145100903403495,715816960.9999199,5592321.0000002915,0.1388671869200643,-0.08405922770344607,hasil/segmentasi
segmented_251,0.21199382864287522,0.5245307170353786,6.605278566268983,715816961.0000159,5592321.000001058,0.21199382864287522,0.1412369513653442,0.1785229988231274,0.4310134566970275,6.703769238019306,715816961.0000627,5592321.000000177,0.1785229988231274,0.00688779578323543,0.19393534971452966,0.488489135503573,6.591017532393694,715816960.9999474,5592321.000000158,0.19393534971452966,0.10868715315601091,0.17192166988702642,0.4212991635770266,6.654639865944095,715816960.9999328,5592321.000000442,0.17192166988702642,-0.07672138177413505,hasil/segmentasi
segmented_252,0.1657303423127396,0.5034256307072629,7.261502462701979,715816960.9998775,5592321.000000651,0.1657303423127396,0.24166396380807875,0.1190468720586867,0.3535627106066478,7.336123881025201,715816961.0000596,5592321.000001114,0.1190468720586867,-0.14343018301369376,0.13151968958174906,0.4202655580154434,7.195211873572461,715816960.9999256,5592320.999999336,0.13151968958174906,-0.05498036762072506,0.11894622698740964,0.3546438195157785,7.328696466459415,715816960.9999505,5592320.999999192,0.11894622698740964,-0.14242281027240994,hasil/segmentasi
segmented_253,0.316133411089421,0.6439097852207688,5.581216065165309,715816960.9999822,5592321.000000615,0.316133411089421,0.35374912087858384,0.2463251294867545,0.5036763689860216,5.80112029839609,715816961.0000399,5592320.9999999,0.2463251294867545,-0.0446416210546504,0.26015556195377204,0.5511463003552224,5.684758324404685,715816961.000071,5592320.999999049,0.26015556195377204,0.039362887782244095,0.2442257436948109,0.5020811704769967,5.787824650291212,715816961.0001321,5592321.000000387,0.2442257436948109,-0.054273339599521575,hasil/segmentasi
segmented_254,0.6702860825544067,0.8606438500398755,2.5508078971859804,715816961.0000029,5592320.99999936,0.6702860825544067,0.5408729711251189,0.5934034975385412,0.7734391871118921,2.8436299687627344,715816960.9999765,5592321.000000174,0.5934034975385412,0.06627107133950409,0.598554410602522,0.7856803415461017,2.8046054751558422,715816960.9999868,5592320.999999664,0.598554410602522,0.09639072799529358,0.587643008209091,0.7685925679477752,2.8524286848611577,715816960.9999965,5592321.000000066,0.587643008209091,0.03702437095221743,hasil/segmentasi
segmented_255,0.15933354887805065,0.4848678696559951,7.119586945302127,715816961.0002211,5592321.000000484,0.15933354887805065,0.14427927038534538,0.12613177430001246,0.36811439467480567,7.2370158548026335,715816960.9999733,5592321.000000429,0.12613177430001246,-0.1247972702191365,0.1435315882822022,0.44840735907241125,7.078747095771246,715816961.0000978,5592321.000000009,0.1435315882822022,0.006770919335229084,0.12783768830980977,0.37043372656543266,7.259472939932938,715816960.9998636,5592321.000000496,0.12783768830980977,-0.10439749135764871,hasil/segmentasi
segmented_256,0.1832934082358813,0.49480472431023026,6.903091024348174,715816960.9998802,5592320.999999657,0.1832934082358813,0.1670832977433202,0.15008200981074066,0.3958989201880235,6.97597960793657,715816961.0000069,5592321.000001151,0.15008200981074066,-0.08214997723584086,0.16960266559298492,0.46467162810848045,6.897406996564051,715816961.0001025,5592321.000000159,0.16960266559298492,0.06646737066095651,0.15444416413695283,0.40311113819320826,7.009256699218846,715816960.9999099,5592321.000000857,0.15444416413695283,-0.052189754806291254,hasil/segmentasi
segmented_257,0.11596198483786169,0.41873421522274695,7.590141157955521,715816960.9998001,5592320.999999808,0.11596198483786169,0.04234038588875334,0.10702434315280539,0.34925529083512485,7.827496257786618,715816961.0002866,5592321.0000011325,0.10702434315280539,-0.035876256826666904,0.11757543685101375,0.4205750007601984,7.614922545243266,715816961.0000805,5592321.000000149,0.11757543685101375,0.0522116824114862,0.09497183496176215,0.322487633689658,7.680215621062428,715816961.0000422,5592320.99999959,0.09497183496176215,-0.15297702734772897,hasil/segmentasi
segmented_258,0.3027168335692648,0.590655659413437,5.336005021799477,715816960.9999135,5592320.999999826,0.3027168335692648,0.10824421387782421,0.2824110524434087,0.5394220529417395,5.4443065147997025,715816961.0000161,5592321.000000151,0.2824110524434087,-0.009551049790380975,0.332083602214703,0.6374567615086051,5.279376648087601,715816961.0001189,5592321.000000932,0.332083602214703,0.2833823372197419,0.2900739011279646,0.5479714638946211,5.464608800457091,715816961.0000924,5592320.999998825,0.2900739011279646,0.04008813545881191,hasil/segmentasi
segmented_259,0.18614947435427218,0.4731318776439214,6.44365927252693,715816961.0000935,5592321.000000487,0.18614947435427218,-0.03375696633561087,0.17592594069668063,0.4247731902004037,6.554129495149033,715816960.9999661,5592320.999999397,0.17592594069668063,-0.09039496358443008,0.23763594354998274,0.5776759680593424,6.41250579556741,715816961.0000272,5592321.000000184,0.23763594354998274,0.3344055596413967,0.17401797892722107,0.42281819643839813,6.538838266964502,715816961.0000622,5592321.000000636,0.17401797892722107,-0.11026981078252651,hasil/segmentasi
segmented_26,0.23730581139348664,0.5606019077160185,6.158651355123511,715816960.999947,5592320.9999998035,0.23730581139348664,0.20158998502063358,0.19531028458481114,0.4493998921756851,6.304637191770044,715816961.0001473,5592320.999999944,0.19531028458481114,-0.02863583412488663,0.21289711079985674,0.5126185415161282,6.180683187815081,715816961.0000472,5592320.999999248,0.21289711079985674,0.08664083526773676,0.19633232322870298,0.45162400746078063,6.310775898528069,715816961.0000869,5592320.999998912,0.19633232322870298,-0.02432775294605522,hasil/segmentasi
segmented_260,0.10774068689663423,0.3950140811197804,7.662761170728376,715816961.0001413,5592320.999999413,0.10774068689663423,-0.007620971755242498,0.09807823485562618,0.32630270755343993,7.8431448457334785,715816961.0001777,5592320.999999831,0.09807823485562618,-0.10095263279621339,0.12209809533527724,0.43640134631018285,7.700247312397102,715816960.9999131,5592321.000001028,0.12209809533527724,0.10267023130392354,0.0937898673750042,0.31746084121529833,7.781279191822146,715816961.0000576,5592321.0000009695,0.0937898673750042,-0.13203837905066124,hasil/segmentasi
segmented_261,0.0830029421417712,0.3704315034459728,8.01815154928928,715816961.0000433,5592321.000000692,0.0830029421417712,-0.02556141188500531,0.07040251712953885,0.2816350187612835,8.171359242073335,715816961.0000501,5592320.9999992885,0.07040251712953885,-0.14444785151836245,0.09388107097124639,0.4077879580973157,8.056826530252058,715816960.999977,5592321.000000409,0.09388107097124639,0.10548159473319571,0.0709974684912286,0.2837141148917613,8.17954097803029,715816960.9998982,5592321.000000828,0.0709974684912286,-0.1369852997375899,hasil/segmentasi
segmented_262,0.1200117031474397,0.4251288329492216,7.64165034767988,715816961.0001285,5592321.000000349,0.1200117031474397,0.08554195933096807,0.10781283004565594,0.34930352870171116,7.824711959165464,715816961.0002773,5592321.000000386,0.10781283004565594,-0.029609943655143287,0.11370413199724211,0.40438854840148863,7.632818240004958,715816960.9999925,5592321.000000204,0.11370413199724211,0.021635119943455676,0.09497849388663926,0.3196993448764685,7.680238932358968,715816961.0001755,5592321.00000065,0.09497849388663926,-0.1309607034783641,hasil/segmentasi
segmented_263,0.16280145271193533,0.4642398047874261,6.938070736803917,715816960.9999212,5592320.999999881,0.16280145271193533,0.0007898583779990041,0.15180824951414562,0.40797042498607006,7.0927656687091325,715816960.9998156,5592321.000000337,0.15180824951414562,-0.06311184625138284,0.18371909252306898,0.5125547979770926,6.93479654890581,715816960.9998863,5592320.999999991,0.18371909252306898,0.17234756161676643,0.14578047871145142,0.3974780163454366,7.046183477758205,715816961.0001361,5592320.999999183,0.14578047871145142,-0.1131902859383081,hasil/segmentasi
segmented_264,0.13716173921765124,0.436086346165119,7.349861858097573,715816960.9998825,5592321.00000063,0.13716173921765124,0.0665340073483123,0.11840605481730475,0.3558378471253833,7.446157091266476,715816961.0002108,5592320.999999655,0.11840605481730475,-0.07486089635055833,0.13913398476640104,0.4407553855268628,7.350900359002225,715816961.0000968,5592320.999999921,0.13913398476640104,0.08784638678235056,0.12085168551068616,0.3604935826095655,7.473096180298709,715816961.0001564,5592321.000000259,0.12085168551068616,-0.04156376803230178,hasil/segmentasi
segmented_265,0.13184401536410828,0.4325212744654503,7.066869223255256,715816961.0000132,5592320.999999777,0.13184401536410828,-0.0040974748499191995,0.11390269191305236,0.3467152181512013,7.176496273880151,715816960.9999849,5592321.000001195,0.11390269191305236,-0.1470934534375156,0.14027698681862283,0.4507980241926329,7.105025697211204,715816961.0000046,5592321.000000197,0.14027698681862283,0.07317586972265587,0.11566419182546266,0.3491209811334976,7.199506710535958,715816960.9998424,5592320.999999285,0.11566419182546266,-0.13006904363365024,hasil/segmentasi
